#input_bin	[u|k]_[S|G|F]GBid:taxa_level:taxonomy:avg_dist	top_hit_sp	top_hit_genome
111-10	kSGB_46452:Species:k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_abortus|t__SGB46452:0.200976	Chlamydia_abortus	SGB46452
119-1107	kSGB_17720:Species:k__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales|f__Caldilineaceae|g__Litorilinea|s__Litorilinea_aerophila|t__SGB17720:0.405585	Litorilinea_aerophila	SGB17720
104-1094	uSGB_17984:Other:k__Bacteria|p__Proteobacteria|c__CFGB3525|o__OFGB3525|f__FGB3525|g__GGB11267|s__GGB11267_SGB17984|t__SGB17984:0.405585	GGB11267_SGB17984	SGB17984
121-1109	uSGB_21190:Other:k__Bacteria|p__Firmicutes|c__CFGB4761|o__OFGB4761|f__FGB4761|g__GGB13810|s__GGB13810_SGB21190|t__SGB21190:0.405585	GGB13810_SGB21190	SGB21190
122-110	uSGB_45284:Other:k__Bacteria|p__Proteobacteria|c__CFGB10367|o__OFGB10367|f__FGB10367|g__GGB31893|s__GGB31893_SGB45284|t__SGB45284:0.405585	GGB31893_SGB45284	SGB45284
124-1111	kSGB_3583:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_socranskii|t__SGB3583:0.339586	Treponema_socranskii	SGB3583
125-1112	kSGB_6631:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella_ignava|t__SGB6631:0.339586	Johnsonella_ignava	SGB6631
130-1117	kSGB_16957:Species:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Acidipropionibacterium|s__Acidipropionibacterium_acidipropionici|t__SGB16957:0.4055849999999999	Acidipropionibacterium_acidipropionici	SGB16957
123-1110	kSGB_3612:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola|t__SGB3612:0.7027924999999999	Treponema_denticola	SGB3612
132-1119	kSGB_3323:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_marshii|t__SGB3323:0.339586	Prevotella_marshii	SGB3323
136-1122	kSGB_19342:Species:k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus|t__SGB19342:0.339586	Campylobacter_concisus	SGB19342
131-1118	kSGB_3612:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola|t__SGB3612:0.306598	Treponema_denticola	SGB3612
129-1116	kSGB_5840:Species:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_micraerophilus|t__SGB5840:0.2182335	Dialister_micraerophilus	SGB5840
126-1113	kSGB_6631:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella_ignava|t__SGB6631:0.215885	Johnsonella_ignava	SGB6631
103-1093	uSGB_21023:Family:k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB13668|s__GGB13668_SGB21023|t__SGB21023:0.405585	GGB13668_SGB21023	SGB21023
102-1092	uSGB_48444:Genus:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_unclassified|f__Actinobacteria_unclassified|g__Actinobacteria_unclassified|s__Actinobacteria_unclassified_SGB48444|t__SGB48444:0.328965	Actinobacteria_unclassified_SGB48444	SGB48444
127-1114	uSGB_18647:Other:k__Bacteria|p__Candidatus_Atribacteria|c__CFGB3891|o__OFGB3891|f__FGB3891|g__GGB11897|s__GGB11897_SGB18647|t__SGB18647:0.405585	GGB11897_SGB18647	SGB18647
128-1115	uSGB_23322:Family:k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__GGB15287|s__GGB15287_SGB23322|t__SGB23322:0.405585	GGB15287_SGB23322	SGB23322
139-1125	uSGB_36953:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__GGB25035|s__GGB25035_SGB36953|t__SGB36953:0.4055849999999999	GGB25035_SGB36953	SGB36953
141-1127	uSGB_48278:Other:k__Bacteria|p__Bacteroidetes|c__CFGB10771|o__OFGB10771|f__FGB10771|g__GGB32538|s__GGB32538_SGB48278|t__SGB48278:0.287309	GGB32538_SGB48278	SGB48278
135-1121	uSGB_9345:Other:k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB6611|s__GGB6611_SGB9345|t__SGB9345:0.6342061538461538	GGB6611_SGB9345	SGB9345
151-1136	uSGB_40180:Other:k__Bacteria|p__Bacteroidetes|c__CFGB9372|o__OFGB9372|f__FGB9372|g__GGB27766|s__GGB27766_SGB40180|t__SGB40180:0.405585	GGB27766_SGB40180	SGB40180
137-1123	kSGB_24947:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_500|t__SGB24947:0.279978	Lachnospiraceae_bacterium_oral_taxon_500	SGB24947
153-1138	kSGB_5441:Species:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Candidatus_Carsonella|s__Candidatus_Carsonella_ruddii|t__SGB5441:0.372583	Candidatus_Carsonella_ruddii	SGB5441
142-1128	kSGB_50743:Species:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_cholerae|t__SGB50743:0.141476	Vibrio_cholerae	SGB50743
150-1135	kSGB_3584:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_socranskii|t__SGB3584:0.362936	Treponema_socranskii	SGB3584
147-1132	kSGB_1544:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_scopos|t__SGB1544:0.307295	Prevotella_scopos	SGB1544
152-1137	kSGB_5997:Species:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_hwasookii|t__SGB5997:0.4055849999999999	Fusobacterium_hwasookii	SGB5997
154-1139	kSGB_50617:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pneumoniae|t__SGB50617:0.227347	Streptococcus_pneumoniae	SGB50617
146-1131	uSGB_18044:Other:k__Bacteria|p__Spirochaetes|c__CFGB3566|o__OFGB3566|f__FGB3566|g__GGB11326|s__GGB11326_SGB18044|t__SGB18044:0.40558500000000003	GGB11326_SGB18044	SGB18044
145-1130	uSGB_48670:Family:k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Thaumarchaeota_unclassified|f__Thaumarchaeota_unclassified|g__GGB32770|s__GGB32770_SGB48670|t__SGB48670:0.312952	GGB32770_SGB48670	SGB48670
140-1126	kSGB_27874:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Metaprevotella|s__Metaprevotella_massiliensis|t__SGB27874:0.300994	Metaprevotella_massiliensis	SGB27874
138-1124	kSGB_27874:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Metaprevotella|s__Metaprevotella_massiliensis|t__SGB27874:0.300994	Metaprevotella_massiliensis	SGB27874
134-1120	uSGB_1:Other:k__Bacteria|p__Firmicutes|c__CFGB1|o__OFGB1|f__FGB1|g__GGB1|s__GGB1_SGB1|t__SGB1:1.0	GGB1_SGB1	SGB1
159-1143	kSGB_6709:Species:k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_indolicus|t__SGB6709:0.220489	Peptoniphilus_indolicus	SGB6709
149-1134	uSGB_6690:Genus:k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia|s__Finegoldia_SGB6690|t__SGB6690:0.320287	Finegoldia_SGB6690	SGB6690
148-1133	kSGB_3612:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola|t__SGB3612:0.320287	Treponema_denticola	SGB3612
160-1144	uSGB_5809:Family:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB4266|s__GGB4266_SGB5809|t__SGB5809:0.9984170039946737	GGB4266_SGB5809	SGB5809
156-1140	kSGB_3936:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_infirmum|t__SGB3936:0.301304	Eubacterium_infirmum	SGB3936
162-1146	kSGB_1525:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oris|t__SGB1525:0.9858472619047619	Prevotella_oris	SGB1525
161-1145	kSGB_2064:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_circumdentaria|t__SGB2064:0.339586	Porphyromonas_circumdentaria	SGB2064
157-1141	kSGB_3612:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola|t__SGB3612:0.372583	Treponema_denticola	SGB3612
163-1147	kSGB_13456:Species:k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Nostocales|f__Aphanizomenonaceae|g__Nodularia|s__Nodularia_spumigena|t__SGB13456:0.405585	Nodularia_spumigena	SGB13456
158-1142	uSGB_6006:Genus:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB6006|t__SGB6006:0.328965	Fusobacterium_SGB6006	SGB6006
164-1148	kSGB_3616:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_putidum|t__SGB3616:0.339586	Treponema_putidum	SGB3616
165-1149	kSGB_6631:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella_ignava|t__SGB6631:0.339586	Johnsonella_ignava	SGB6631
143-1129	kSGB_24947:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_500|t__SGB24947:0.295981	Lachnospiraceae_bacterium_oral_taxon_500	SGB24947
167-1150	kSGB_5989:Species:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum|t__SGB5989:0.9746821705426357	Fusobacterium_periodonticum	SGB5989
168-1151	kSGB_29553:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_furfuricola|t__SGB29553:0.372583	Lactobacillus_furfuricola	SGB29553
169-1152	kSGB_88:Species:k__Archaea|p__Euryarchaeota|c__Euryarchaeota_unclassified|o__Euryarchaeota_unclassified|f__Euryarchaeota_unclassified|g__Euryarchaeota_unclassified|s__candidate_division_MSBL1_archaeon_SCGC_AAA385M02|t__SGB88:0.405585	candidate_division_MSBL1_archaeon_SCGC_AAA385M02	SGB88
133-111	kSGB_2016:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_endodontalis|t__SGB2016:0.12145962647058824	Porphyromonas_endodontalis	SGB2016
176-1159	kSGB_13647:Species:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_cincinnatiensis|t__SGB13647:0.405585	Legionella_cincinnatiensis	SGB13647
166-114	kSGB_12324:Species:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_T|t__SGB12324:0.372583	Pseudomonas_sp_T	SGB12324
175-1158	kSGB_18991:Species:k__Bacteria|p__Caldiserica|c__Caldisericia|o__Caldisericales|f__Caldisericaceae|g__Caldisericum|s__Caldisericum_exile|t__SGB18991:0.405585	Caldisericum_exile	SGB18991
155-113	kSGB_7051:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_kitasatonis|t__SGB7051:0.113073	Lactobacillus_kitasatonis	SGB7051
182-1164	uSGB_1512:Genus:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1512|t__SGB1512:0.312952	Prevotella_SGB1512	SGB1512
183-1165	uSGB_4393:Other:k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB3321|s__GGB3321_SGB4393|t__SGB4393:0.9911281343283582	GGB3321_SGB4393	SGB4393
171-1154	uSGB_18002:Other:k__Bacteria|p__Cyanobacteria|c__CFGB3538|o__OFGB3538|f__FGB3538|g__GGB11284|s__GGB11284_SGB18002|t__SGB18002:0.405585	GGB11284_SGB18002	SGB18002
173-1156	kSGB_3616:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_putidum|t__SGB3616:0.300994	Treponema_putidum	SGB3616
180-1162	kSGB_50615:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pneumoniae|t__SGB50615:0.272083	Streptococcus_pneumoniae	SGB50615
170-1153	uSGB_6561:Other:k__Bacteria|p__Firmicutes|c__CFGB1784|o__OFGB1784|f__FGB1784|g__GGB4736|s__GGB4736_SGB6561|t__SGB6561:0.291447	GGB4736_SGB6561	SGB6561
172-1155	kSGB_6627:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_nodatum|t__SGB6627:0.31497949999999997	Eubacterium_nodatum	SGB6627
181-1163	uSGB_47175:Other:k__Bacteria|p__Firmicutes|c__CFGB13851|o__OFGB13851|f__FGB13851|g__GGB37987|s__GGB37987_SGB47175|t__SGB47175:0.270747	GGB37987_SGB47175	SGB47175
179-1161	kSGB_27854:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_sp_OH1205_COT_284|t__SGB27854:0.405585	Alloprevotella_sp_OH1205_COT_284	SGB27854
194-1175	kSGB_3583:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_socranskii|t__SGB3583:0.320287	Treponema_socranskii	SGB3583
185-1167	kSGB_56726:Species:k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Carideicomes|s__Carideicomes_alvinocaridis|t__SGB56726:0.372583	Carideicomes_alvinocaridis	SGB56726
184-1166	uSGB_3598:Other:k__Bacteria|p__Firmicutes|c__CFGB1021|o__OFGB1021|f__FGB1021|g__GGB2671|s__GGB2671_SGB3598|t__SGB3598:0.372583	GGB2671_SGB3598	SGB3598
188-116	uSGB_45471:Genus:k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_SGB45471|t__SGB45471:0.372583	Hymenobacter_SGB45471	SGB45471
191-1172	kSGB_7295:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum|t__SGB7295:0.33955842857142865	Gemella_morbillorum	SGB7295
187-1169	kSGB_50616:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pneumoniae|t__SGB50616:0.22948	Streptococcus_pneumoniae	SGB50616
195-1176	kSGB_8025:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius|t__SGB8025:0.3335341282051282	Streptococcus_intermedius	SGB8025
178-1160	kSGB_747:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_sp_MV1|t__SGB747:0.2961296666666666	Peptostreptococcus_sp_MV1	SGB747
189-1170	uSGB_21383:Other:k__Bacteria|p__Bacteroidetes|c__CFGB4845|o__OFGB4845|f__FGB4845|g__GGB13958|s__GGB13958_SGB21383|t__SGB21383:0.4055849999999999	GGB13958_SGB21383	SGB21383
190-1171	kSGB_1547:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_F0091|t__SGB1547:0.389084	Prevotella_sp_F0091	SGB1547
198-1179	kSGB_19011:Species:k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_hydrogeniphila|t__SGB19011:0.405585	Persephonella_hydrogeniphila	SGB19011
186-1168	kSGB_29470:Species:k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Murdochiella|s__Murdochiella_vaginalis|t__SGB29470:0.339586	Murdochiella_vaginalis	SGB29470
197-1178	kSGB_6631:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella_ignava|t__SGB6631:0.320287	Johnsonella_ignava	SGB6631
201-1181	kSGB_10380:Species:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_guillouiae|t__SGB10380:0.4055849999999999	Acinetobacter_guillouiae	SGB10380
192-1173	uSGB_48294:Other:k__Bacteria|p__Bacteroidetes|c__CFGB11487|o__OFGB11487|f__FGB11487|g__GGB33699|s__GGB33699_SGB48294|t__SGB48294:0.372583	GGB33699_SGB48294	SGB48294
196-1177	kSGB_2705:Species:k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Kriegella|s__Kriegella_aquimaris|t__SGB2705:0.405585	Kriegella_aquimaris	SGB2705
202-1182	uSGB_48648:Genus:k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_SGB48648|t__SGB48648:0.270747	Lysinibacillus_SGB48648	SGB48648
204-1184	kSGB_750:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_sp_D1|t__SGB750:0.328965	Peptostreptococcus_sp_D1	SGB750
199-117	uSGB_42339:Other:k__Bacteria|p__Firmicutes|c__CFGB9836|o__OFGB9836|f__FGB9836|g__GGB29546|s__GGB29546_SGB42339|t__SGB42339:0.405585	GGB29546_SGB42339	SGB42339
193-1174	uSGB_3603:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3603|t__SGB3603:0.405585	Treponema_SGB3603	SGB3603
200-1180	uSGB_48381:Other:k__Bacteria|p__Bacteroidetes|c__CFGB13957|o__OFGB13957|f__FGB13957|g__GGB38251|s__GGB38251_SGB48381|t__SGB48381:0.273629	GGB38251_SGB48381	SGB48381
203-1183	uSGB_48295:Genus:k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Prochloraceae|g__Prochlorococcus|s__Prochlorococcus_SGB48295|t__SGB48295:0.328965	Prochlorococcus_SGB48295	SGB48295
206-1186	uSGB_20582:Other:k__Bacteria|p__Firmicutes|c__CFGB4571|o__OFGB4571|f__FGB4571|g__GGB13332|s__GGB13332_SGB20582|t__SGB20582:0.405585	GGB13332_SGB20582	SGB20582
207-1187	kSGB_2498:Species:k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_sp_ChDC_OS43|t__SGB2498:0.3709818571428571	Capnocytophaga_sp_ChDC_OS43	SGB2498
205-1185	uSGB_6830:Genus:k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6830|t__SGB6830:0.306598	Solobacterium_SGB6830	SGB6830
209-1189	uSGB_4856:Genus:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_SGB4856|t__SGB4856:0.405585	Ruminococcus_SGB4856	SGB4856
215-1194	kSGB_1529:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae_unclassified|s__Prevotellaceae_bacterium_KH2P17|t__SGB1529:0.405585	Prevotellaceae_bacterium_KH2P17	SGB1529
214-1193	uSGB_6017:Genus:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB6017|t__SGB6017:0.35328	Fusobacterium_SGB6017	SGB6017
224-1201	kSGB_29005:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_innocens|t__SGB29005:0.405585	Brachyspira_innocens	SGB29005
216-1195	uSGB_47076:Other:k__Bacteria|p__Firmicutes|c__CFGB13976|o__OFGB13976|f__FGB13976|g__GGB38316|s__GGB38316_SGB47076|t__SGB47076:0.328965	GGB38316_SGB47076	SGB47076
213-1192	kSGB_3584:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_socranskii|t__SGB3584:0.67664	Treponema_socranskii	SGB3584
212-1191	kSGB_27871:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_ihumii|t__SGB27871:0.372583	Prevotella_ihumii	SGB27871
211-1190	kSGB_3602:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_vincentii|t__SGB3602:0.372583	Treponema_vincentii	SGB3602
218-1197	kSGB_29001:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_COT073_COT_073|t__SGB29001:0.372583	Clostridiales_bacterium_COT073_COT_073	SGB29001
223-1200	uSGB_3603:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3603|t__SGB3603:0.35328	Treponema_SGB3603	SGB3603
217-1196	uSGB_2530:Family:k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB1843|s__GGB1843_SGB2530|t__SGB2530:0.283502	GGB1843_SGB2530	SGB2530
226-1203	kSGB_1563:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_aurantiaca|t__SGB1563:0.38407427272727274	Prevotella_aurantiaca	SGB1563
220-1199	kSGB_1564:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pallens|t__SGB1564:0.28995679032258065	Prevotella_pallens	SGB1564
225-1202	uSGB_26682:Other:k__Archaea|p__Euryarchaeota|c__CFGB6235|o__OFGB6235|f__FGB6235|g__GGB18044|s__GGB18044_SGB26682|t__SGB26682:0.405585	GGB18044_SGB26682	SGB26682
227-1204	kSGB_27874:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Metaprevotella|s__Metaprevotella_massiliensis|t__SGB27874:0.339586	Metaprevotella_massiliensis	SGB27874
219-1198	kSGB_3616:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_putidum|t__SGB3616:0.339586	Treponema_putidum	SGB3616
208-1188	uSGB_48294:Other:k__Bacteria|p__Bacteroidetes|c__CFGB11487|o__OFGB11487|f__FGB11487|g__GGB33699|s__GGB33699_SGB48294|t__SGB48294:0.300994	GGB33699_SGB48294	SGB48294
230-1207	kSGB_50616:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pneumoniae|t__SGB50616:0.241082	Streptococcus_pneumoniae	SGB50616
231-1208	kSGB_29482:Species:k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilimicrobiota|s__Massilimicrobiota_timonensis|t__SGB29482:0.35328	Massilimicrobiota_timonensis	SGB29482
228-1205	kSGB_9648:Species:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_influenzae|t__SGB9648:0.3712495804511278	Haemophilus_influenzae	SGB9648
229-1206	kSGB_7671:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_profundi|t__SGB7671:0.7027924999999999	Virgibacillus_profundi	SGB7671
232-1209	kSGB_3931:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_brachy|t__SGB3931:0.8473226666666667	Eubacterium_brachy	SGB3931
221-119	kSGB_2479:Species:k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_gingivalis|t__SGB2479:0.16042429752066115	Capnocytophaga_gingivalis	SGB2479
239-1215	uSGB_3588:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3588|t__SGB3588:0.389084	Treponema_SGB3588	SGB3588
